"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000272325",1984.30251633489,0.493979816363357,0.0872628234929514,5.66082779115276,1.50644541869407e-08,6.77006405522898e-07,"NUDT3"
"ENSG00000092969",216.673053855209,-1.83722579941607,0.325376696219239,-5.6464578464407,1.63787301167775e-08,7.33893099463302e-07,"TGFB2"
"ENSG00000169750",73.100918951143,1.36845427078211,0.242633501451094,5.64000545101121,1.70044781071451e-08,7.59683837559625e-07,"RAC3"
"ENSG00000168610",7823.31821278909,0.574925064594943,0.101992791595651,5.63691860572093,1.73119886322527e-08,7.71147258339609e-07,"STAT3"
"ENSG00000114019",3733.12635874444,0.898372301980342,0.159395353643699,5.63612603155611,1.73918118308294e-08,7.72431056240208e-07,"AMOTL2"
"ENSG00000111859",1858.0254022736,1.61744202696378,0.287458473036128,5.62669804052182,1.8369186926376e-08,8.13454198830306e-07,"NEDD9"
"ENSG00000198795",940.328665196907,-0.843015421499129,0.150375327267592,-5.60607539027322,2.06965840261317e-08,9.13129417626362e-07,"ZNF521"
"ENSG00000205364",43.7683097649515,2.55606702463309,0.456016715409614,5.6052046739934,2.08009012268798e-08,9.13129417626362e-07,"MT1M"
"ENSG00000241978",7636.1749946274,1.12528351505511,0.200746721832371,5.60548887067132,2.07667967175144e-08,9.13129417626362e-07,"AKAP2"
"ENSG00000182670",6932.93961437751,-0.635615223922737,0.113432570208669,-5.60346312133692,2.10110837173455e-08,9.17039950718148e-07,"TTC3"
"ENSG00000243742",33.2352818349628,-2.2684969378816,0.404810953237771,-5.60384278077864,2.09650888029005e-08,9.17039950718148e-07,"RPLP0P2"
"ENSG00000187498",2310.21204788588,1.35841927223508,0.242526221813044,5.60112330155475,2.12967175578051e-08,9.26835596014247e-07,"COL4A1"
"ENSG00000153207",1850.45369931444,1.27148297453331,0.227055216946549,5.59988443177954,2.14494754307761e-08,9.308088979917e-07,"AHCTF1"
"ENSG00000181192",589.519421104782,0.684886059896102,0.122345818825498,5.59795231640042,2.16898386466869e-08,9.38550303725924e-07,"DHTKD1"
"ENSG00000198736",328.088987095931,0.690734569363095,0.123508204225146,5.59262094122863,2.23667249784259e-08,9.65082762958008e-07,"MSRB1"
"ENSG00000134531",5891.11057831786,0.913061068843841,0.163357273124185,5.58935057730626,2.27920392501881e-08,9.80640438761645e-07,"EMP1"
"ENSG00000154262",2403.79798293357,1.02199664237446,0.182897064596198,5.58782419297341,2.29932242126207e-08,9.86493996317681e-07,"ABCA6"
"ENSG00000122035",924.700573288937,2.25826583866006,0.404277021935285,5.58593666256292,2.3244394671043e-08,9.94452986703238e-07,"RASL11A"
"ENSG00000136436",3099.74208360613,1.0572494402376,0.189504784615714,5.57901185651608,2.41888754791587e-08,1.03194512431509e-06,"CALCOCO2"
"ENSG00000167645",628.767987190332,1.12761089332408,0.202404093239895,5.5710873988482,2.53154285840931e-08,1.0769723761407e-06,"YIF1B"
"ENSG00000174099",3075.93623913803,0.71487211147043,0.128379180719967,5.5684426981177,2.57026124940673e-08,1.09038113787857e-06,"MSRB3"
"ENSG00000170315",8839.947333421,-0.413212184620561,0.0742669888975162,-5.56387421591534,2.63850163186635e-08,1.11620411214011e-06,"UBB"
"ENSG00000188706",1600.23070699398,0.756475713836211,0.136051876170335,5.56020052887116,2.69464857066153e-08,1.13678140954509e-06,"ZDHHC9"
"ENSG00000112936",1960.88796191052,3.28463983451634,0.591135785656256,5.55648958194919,2.7525414124647e-08,1.15797888032716e-06,"C7"
"ENSG00000176771",113.588652626973,-2.21467325397691,0.398693418521976,-5.55482772248179,2.77885692076479e-08,1.16581130373913e-06,"NCKAP5"
"ENSG00000075213",732.800793006738,-1.27097074551441,0.228895083044486,-5.5526345459653,2.81395974444619e-08,1.17403361789635e-06,"SEMA3A"
"ENSG00000136237",117.050766902385,3.15813561924036,0.568744305981026,5.55282151580031,2.81095050564427e-08,1.17403361789635e-06,"RAPGEF5"
"ENSG00000129038",4264.63301896661,-0.52286836247365,0.094215393501126,-5.54971266417733,2.86139490118989e-08,1.19054466424508e-06,"LOXL1"
"ENSG00000143127",254.825348705396,3.11232165073476,0.56144431834608,5.54341997778716,2.96620263776532e-08,1.23077093010838e-06,"ITGA10"
"ENSG00000078053",359.085089052368,1.08046149853977,0.195022444522301,5.54019052107728,3.02142751427523e-08,1.25026010119394e-06,"AMPH"
"ENSG00000094916",2231.84557585399,-0.68689347885412,0.124007190327606,-5.53914234359686,3.0395651950068e-08,1.2543382800648e-06,"CBX5"
"ENSG00000197872",312.39292722291,-0.884355312029682,0.159903463494447,-5.5305575795761,3.19214493549071e-08,1.31372377847845e-06,"FAM49A"
"ENSG00000131242",51.397289839698,-2.41019811855443,0.436040500330576,-5.52746388632978,3.24893077234286e-08,1.33347036713097e-06,"RAB11FIP4"
"ENSG00000100739",207.622199634987,-1.85617910111913,0.337021199347296,-5.50760339324045,3.63751773462538e-08,1.48892448894328e-06,"BDKRB1"
"ENSG00000140450",1277.98133414701,-0.717993840907094,0.130389053902799,-5.50654997038582,3.65934126322972e-08,1.49382003858798e-06,"ARRDC4"
"ENSG00000109686",5986.93708031536,0.729185157825597,0.132471629423687,5.50446281213486,3.70295612033381e-08,1.50756103339934e-06,"SH3D19"
"ENSG00000166793",175.761269968605,-1.43137312621864,0.260244416435245,-5.50011080285675,3.79552657990439e-08,1.5411058995349e-06,"YPEL4"
"ENSG00000114670",183.850385012472,-1.1081447352741,0.201524977268952,-5.49879598197492,3.8239325158338e-08,1.54848818054286e-06,"NEK11"
"ENSG00000122877",16.8857879787904,-2.94569792719246,0.536060951725031,-5.495080210027,3.90532870308351e-08,1.5746704982338e-06,"EGR2"
"ENSG00000163719",607.167514592895,0.564577156427389,0.102745719866851,5.49489708339216,3.9093833432546e-08,1.5746704982338e-06,"MTMR14"
"ENSG00000111801",728.965665653707,-0.773201266576734,0.140831966720429,-5.49023978420786,4.0138844287091e-08,1.61003670268572e-06,"BTN3A3"
"ENSG00000139291",732.204699827721,0.728519324085297,0.132720919249944,5.48910697878252,4.03970912525965e-08,1.61003670268572e-06,"TMEM19"
"ENSG00000166825",4259.24411849857,1.09838668355364,0.200093397065531,5.48936996253764,4.0336995326245e-08,1.61003670268572e-06,"ANPEP"
"ENSG00000166949",4913.68978134122,-0.52167131417307,0.0950241361322506,-5.489882206843,4.02201882188934e-08,1.61003670268572e-06,"SMAD3"
"ENSG00000008130",1713.6319552007,0.830141202197675,0.151374769730221,5.48401298100831,4.15784241837922e-08,1.65276964373631e-06,"NADK"
"ENSG00000106524",345.72724615121,-0.729986195602106,0.13314984389137,-5.48244124264737,4.19496349258543e-08,1.66316026427242e-06,"ANKMY2"
"ENSG00000169908",964.786100307827,1.1860865849953,0.21657875066998,5.47646794215118,4.33899338257026e-08,1.71577166524874e-06,"TM4SF1"
"ENSG00000169692",605.670963819378,0.645468251582182,0.1179331146818,5.47317225805277,4.42050036601238e-08,1.73979891602979e-06,"AGPAT2"
"ENSG00000181830",754.860531859606,0.769482129594729,0.140593910860209,5.47308290157612,4.42273081988426e-08,1.73979891602979e-06,"SLC35C1"
"ENSG00000049759",1363.72905043685,-1.09959689691171,0.200993833967831,-5.47079915440439,4.48010784501552e-08,1.75780397183316e-06,"NEDD4L"
"ENSG00000134684",1262.50877637652,-0.723926999727701,0.132500900932388,-5.4635628485055,4.6667194006309e-08,1.82629109360607e-06,"YARS"
"ENSG00000131386",13960.2143787931,1.56065089522836,0.285915619380029,5.45843175204078,4.80358434401556e-08,1.87500734252876e-06,"GALNT15"
"ENSG00000144746",5784.89898975036,0.510971328985321,0.0936212653865129,5.45785540150295,4.81919860881572e-08,1.87626639924201e-06,"ARL6IP5"
"ENSG00000070404",1824.48223262583,1.72902319407028,0.317547059439342,5.44493530226049,5.18242186005671e-08,2.00740053868617e-06,"FSTL3"
"ENSG00000173757",1550.0070829707,0.471709424844714,0.0866327530957526,5.4449317144908,5.1825263164496e-08,2.00740053868617e-06,"STAT5B"
"ENSG00000164070",633.667353672745,-1.38323982865298,0.254213926463441,-5.44124331776886,5.29099881109037e-08,2.04418818862152e-06,"HSPA4L"
"ENSG00000179222",4891.79128051872,-0.733257332383572,0.134846138281772,-5.43773326939014,5.39626764904294e-08,2.07955403421769e-06,"MAGED1"
"ENSG00000062716",3141.67450479577,0.482884353383869,0.0888675534997241,5.43375320200942,5.51808888855571e-08,2.11573306878927e-06,"VMP1"
"ENSG00000173918",1004.03711728693,1.24471377145541,0.229052071651705,5.43419565027166,5.50441594647663e-08,2.11573306878927e-06,"C1QTNF1"
"ENSG00000174136",2557.44864888562,-0.998625450984691,0.184200822504028,-5.42139517842193,5.91356691064014e-08,2.26164067832437e-06,"RGMB"
"ENSG00000241399",3857.61846733801,1.81251354207861,0.334356746494223,5.42089717370166,5.93006642635744e-08,2.26223818708271e-06,"CD302"
"ENSG00000011198",1155.15273140287,1.09691086619932,0.202524589605865,5.41618609539725,6.08837335206041e-08,2.3167943320843e-06,"ABHD5"
"ENSG00000073792",2530.97391782678,0.897558048889176,0.165749496325844,5.41514797200156,6.12380412056629e-08,2.32443642621495e-06,"IGF2BP2"
"ENSG00000131979",86.0006826869327,1.59930985504313,0.296125750995732,5.40077939748704,6.63519807832684e-08,2.5122518724065e-06,"GCH1"
"ENSG00000170791",396.82678704092,0.702237915724923,0.130040369830983,5.4001531727235,6.65840210618318e-08,2.51475062090135e-06,"CHCHD7"
"ENSG00000153066",736.879893567037,0.607355403581065,0.112841841994387,5.38235988394516,7.35155975863497e-08,2.76963613294842e-06,"TXNDC11"
"ENSG00000106617",1034.82969084477,1.56765732720198,0.29181750682144,5.37204688052255,7.78478620083017e-08,2.92557287869908e-06,"PRKAG2"
"ENSG00000087116",4504.92532616987,0.671184391054479,0.125063031892095,5.36676890764634,8.01596541455075e-08,3.00499495552899e-06,"ADAMTS2"
"ENSG00000108950",1128.12910754915,1.10704784635477,0.206325190727155,5.36554863927758,8.07035278324627e-08,3.01791340499419e-06,"FAM20A"
"ENSG00000051108",2297.88081894568,0.689088015363131,0.128863360086611,5.34743168965937,8.92110640781365e-08,3.3278363681364e-06,"HERPUD1"
"ENSG00000117758",1730.78698028405,0.814249004829403,0.152458003752143,5.34080851637778,9.25329555538845e-08,3.44327177362059e-06,"STX12"
"ENSG00000137872",281.798465852368,-1.07371720668816,0.201111358975119,-5.33891875705043,9.35025290014246e-08,3.47082304344749e-06,"SEMA6D"
"ENSG00000087266",437.048022586953,-0.929442742419511,0.174129924266331,-5.33763938814981,9.41645064839637e-08,3.48684951271303e-06,"SH3BP2"
"ENSG00000138166",406.574968834165,1.35489947367493,0.253863387042943,5.33712044677691,9.44343111497713e-08,3.48831132283728e-06,"DUSP5"
"ENSG00000113657",4754.06009837083,-0.575571650849304,0.107879198148616,-5.33533489984223,9.53683705349081e-08,3.51424324027052e-06,"DPYSL3"
"ENSG00000166979",131.814404155007,1.38946274539458,0.26074814049601,5.3287541869003,9.88887271090121e-08,3.63512080598541e-06,"EVA1C"
"ENSG00000167191",3003.50680503853,1.8928874923997,0.355497377183099,5.32461732178904,1.01165790082875e-07,3.70982055885021e-06,"GPRC5B"
"ENSG00000138380",244.958743264716,-0.803704466881681,0.15116456221871,-5.31675185695214,1.0563597147662e-07,3.86438837684397e-06,"CARF"
"ENSG00000138468",330.069933633195,-0.794201356469016,0.149436847681358,-5.31462867955084,1.06875035843193e-07,3.9002949827594e-06,"SENP7"
"ENSG00000206538",12605.0452529272,1.21127628777173,0.227952859591697,5.31371394042319,1.07413193046715e-07,3.90380621311497e-06,"VGLL3"
"ENSG00000242616",894.412203523676,0.44451276593516,0.0836558393816516,5.31358921529937,1.07486773910132e-07,3.90380621311497e-06,"GNG10"
"ENSG00000160446",290.427606712904,0.896267573120256,0.168961456854853,5.30456821220593,1.1294000627308e-07,4.09204879187988e-06,"ZDHHC12"
"ENSG00000174697",122.323402213409,3.02923307549353,0.571777831263045,5.29791976859616,1.17129408187394e-07,4.23371094748946e-06,"LEP"
"ENSG00000119711",662.27687718883,1.087361915709,0.205297645404158,5.29651430520973,1.1803409570921e-07,4.24614341927786e-06,"ALDH6A1"
"ENSG00000159423",479.420053323307,0.897358151442861,0.169421626895786,5.29659741725207,1.17980409464249e-07,4.24614341927786e-06,"ALDH4A1"
"ENSG00000147883",499.332689955116,-1.43853474594962,0.271729929027304,-5.29398712574305,1.19677862080304e-07,4.29507398390097e-06,"CDKN2B"
"ENSG00000085377",640.419377302493,0.541863696203136,0.102417562636302,5.2907302444539,1.218289441297e-07,4.36193701854448e-06,"PREP"
"ENSG00000164050",3546.32583915064,0.756135619204178,0.142997203707865,5.28776507230811,1.23819858034663e-07,4.4227635611674e-06,"PLXNB1"
"ENSG00000128309",604.970616828703,0.959909905942601,0.181574626124342,5.28658616256908,1.24620131180576e-07,4.4408750275996e-06,"MPST"
"ENSG00000101974",1402.30667148248,0.541739532284261,0.102592139904812,5.28051693616007,1.28819915537481e-07,4.579759673275e-06,"ATP11C"
"ENSG00000149792",745.752830023635,-0.554854862939262,0.105163901260463,-5.27609622968467,1.31964810227881e-07,4.68057857353925e-06,"MRPL49"
"ENSG00000116991",131.94865613851,-3.05009762851379,0.579139623421444,-5.26660153296782,1.38972399259738e-07,4.91760978221667e-06,"SIPA1L2"
"ENSG00000114745",993.935543098474,0.54214371648582,0.103006506289724,5.26319876300772,1.41570381561417e-07,4.995591028244e-06,"GORASP1"
"ENSG00000158292",633.081742514408,-0.883476066799222,0.167870131140872,-5.26285445061,1.4183586280257e-07,4.995591028244e-06,"GPR153"
"ENSG00000187288",19.9313822219959,3.46668901754844,0.659575711242791,5.25593795898944,1.47271934998546e-07,5.17501961845239e-06,"CIDEC"
"ENSG00000123689",42.2870627629486,-2.68846104335956,0.511569870230084,-5.25531545114336,1.47770966805981e-07,5.18053539878837e-06,"G0S2"
"ENSG00000171862",361.533347198594,-0.673895893644367,0.128255904307549,-5.25430698323574,1.48582875106914e-07,5.1969691535663e-06,"PTEN"
"ENSG00000185222",2805.05518718396,0.68256812553611,0.129935441043987,5.25313278695872,1.49533646445919e-07,5.21817298484666e-06,"TCEAL9"
"ENSG00000169764",3269.00521198928,0.924722484918768,0.176544297885312,5.23790627052421,1.62408501431376e-07,5.65442931994985e-06,"UGP2"
"ENSG00000126561",816.269023047796,0.706125702453489,0.134838470769584,5.23682668917344,1.63360958728417e-07,5.67454522922449e-06,"STAT5A"
"ENSG00000138073",1741.20252620684,1.1328153888467,0.216426031473002,5.23419193678656,1.65708191682559e-07,5.74290746689327e-06,"PREB"
"ENSG00000113580",2834.96510336268,-0.955777902369806,0.182668233732102,-5.23231589227239,1.67399352870529e-07,5.77508701417805e-06,"NR3C1"
"ENSG00000198585",1314.48211854789,0.659731073719789,0.126082786348109,5.23252295438887,1.67211880482729e-07,5.77508701417805e-06,"NUDT16"
"ENSG00000076513",6780.42112411141,0.667926580293614,0.127753108290292,5.22826089503743,1.71111939831266e-07,5.88975074714665e-06,"ANKRD13A"
"ENSG00000102554",172.555485416586,2.76381038592573,0.529167330457043,5.2229422091092,1.76102362897473e-07,6.04777842649032e-06,"KLF5"
"ENSG00000078674",2913.28851266852,-0.366794820764477,0.0702963683748469,-5.21783456591368,1.81027038312959e-07,6.18883633239224e-06,"PCM1"
"ENSG00000197381",1934.62681776918,2.27319473120542,0.435641938007445,5.21803465846894,1.80831632502316e-07,6.18883633239224e-06,"ADARB1"
"ENSG00000198833",1415.46824952277,0.446576446392126,0.0858316033235328,5.20293725271337,1.96163116792629e-07,6.69119460320803e-06,"UBE2J1"
"ENSG00000060718",335.346145943399,2.21451874762286,0.425695015337102,5.2021251549521,1.97022465844961e-07,6.70540504544253e-06,"COL11A1"
"ENSG00000074219",572.768613097349,-0.772237269551347,0.148486315249634,-5.20073023734926,1.98507045432336e-07,6.74078296653077e-06,"TEAD2"
"ENSG00000032742",228.288602398995,-0.708634479787776,0.136418341210646,-5.19456895237835,2.05194712231703e-07,6.95229064149697e-06,"IFT88"
"ENSG00000133943",545.767954001238,-0.901894380018325,0.173837572503845,-5.18814412228619,2.12400198187763e-07,7.18035937846802e-06,"DGLUCY"
"ENSG00000182809",823.290613914174,0.750844454665147,0.144744815771115,5.18736681977238,2.13288352989729e-07,7.19432540318363e-06,"CRIP2"
"ENSG00000143384",5989.4705969563,0.595679349450669,0.114897572837711,5.18443805851361,2.16667137257208e-07,7.29205287502316e-06,"MCL1"
"ENSG00000124226",1582.86961783047,-0.551099939429678,0.106335342416085,-5.18266012887089,2.18743425029768e-07,7.32941809894604e-06,"RNF114"
"ENSG00000170989",247.221432217298,-1.45118944786544,0.280008692450636,-5.18265856379182,2.1874526119007e-07,7.32941809894604e-06,"S1PR1"
"ENSG00000168556",375.230864198718,1.15469287786892,0.222858428867532,5.18128429665664,2.20363321163486e-07,7.36733443492492e-06,"ING2"
"ENSG00000080200",1676.41460285903,-0.643615211386685,0.124267500905698,-5.17927218859176,2.22753253821447e-07,7.39824129194258e-06,"CRYBG3"
"ENSG00000154736",3841.29977982161,2.16085175169135,0.417152069147576,5.18000966915233,2.21874399243265e-07,7.39824129194258e-06,"ADAMTS5"
"ENSG00000196715",1015.74534403816,0.646106684693173,0.124741811037991,5.17955190258059,2.22419523804633e-07,7.39824129194258e-06,"VKORC1L1"
"ENSG00000115993",5279.44649413598,0.876474689340352,0.169348433513165,5.17557010217172,2.27216095191056e-07,7.52995133844319e-06,"TRAK2"
"ENSG00000138735",7517.1305461271,-1.13094718983416,0.218593607879973,-5.17374318857093,2.29450142947204e-07,7.58738518544849e-06,"PDE5A"
"ENSG00000126950",788.008759227914,-1.62793831466173,0.315091939774826,-5.16655016889707,2.38454219280836e-07,7.86795022006158e-06,"TMEM35A"
"ENSG00000116001",1408.01407940729,-0.652373998058544,0.126401243108217,-5.16113593519032,2.45455859070563e-07,8.07398114402968e-06,"TIA1"
"ENSG00000145244",186.716887235805,1.79866930825293,0.348518493421001,5.16090061849367,2.45764629078751e-07,8.07398114402968e-06,"CORIN"
"ENSG00000242265",557.882685694694,-0.878690103443366,0.170367792328656,-5.15760691286232,2.50126034450689e-07,8.19947790423308e-06,"PEG10"
"ENSG00000168077",2139.56643241339,-0.59143927858975,0.114885830107887,-5.14806114935447,2.63192700151656e-07,8.60918670366486e-06,"SCARA3"
"ENSG00000168214",6002.10144477733,-0.760416686380743,0.147849760092199,-5.1431715946414,2.70138671985715e-07,8.81734954143029e-06,"RBPJ"
"ENSG00000138356",4417.1290161387,1.44445214482078,0.281033632303223,5.13978392188404,2.75054586399049e-07,8.95849830325505e-06,"AOX1"
"ENSG00000065809",2322.28065222414,-1.10106035200317,0.214352327893891,-5.13668483483052,2.79627317658957e-07,9.06842767868288e-06,"FAM107B"
"ENSG00000103404",302.484860302797,0.675828345012834,0.131560394894943,5.1370197357078,2.79129652129917e-07,9.06842767868288e-06,"USP31"
"ENSG00000126878",88.1203023337638,-2.42813468081883,0.472886167568033,-5.13471284919642,2.82575129039734e-07,9.14444514809139e-06,"AIF1L"
"ENSG00000017797",3378.61384040889,0.546050918960224,0.106536541610862,5.12548005317035,2.96780587086897e-07,9.58367162352039e-06,"RALBP1"
"ENSG00000100592",771.632425384616,-1.03226388266126,0.201638022899737,-5.11939101473212,3.06523844257622e-07,9.87724174740783e-06,"DAAM1"
"ENSG00000196152",135.018961421714,-0.795832530499341,0.155611945142919,-5.11421234255779,3.15052794789445e-07,1.01305192719451e-05,"ZNF79"
"ENSG00000105643",318.181932822209,0.715632682431916,0.139976904197224,5.11250542749257,3.17913849681901e-07,1.02008585877805e-05,"ARRDC2"
"ENSG00000136560",1181.09528334692,0.555749573963625,0.108743322525148,5.11065471477666,3.21044272860998e-07,1.02795253963632e-05,"TANK"
"ENSG00000164305",525.121783907805,0.785258793084411,0.153794966751942,5.10588096391324,3.29256919294572e-07,1.05202448158571e-05,"CASP3"
"ENSG00000073712",3869.60314739976,0.614345213839917,0.120378384240766,5.10345123598917,3.33514481135933e-07,1.06115059176548e-05,"FERMT2"
"ENSG00000081377",2348.27227486534,0.815778466709324,0.159843147429146,5.1036186400855,3.33219445711865e-07,1.06115059176548e-05,"CDC14B"
"ENSG00000163399",6567.65788506581,0.394808571355654,0.0773734983864034,5.1026330667379,3.34960066375028e-07,1.06351576629975e-05,"ATP1A1"
"ENSG00000198517",819.406592066286,0.781220994774147,0.153148554548666,5.10106671967248,3.37744464664492e-07,1.07011295341919e-05,"MAFK"
"ENSG00000142871",5245.9490895678,1.78784906089015,0.350789113666546,5.09664921525941,3.45718081286759e-07,1.09308984156325e-05,"CYR61"
"ENSG00000205213",392.7418020861,-1.12221932880236,0.220516614563986,-5.08904660549617,3.59868170375045e-07,1.13545905006876e-05,"LGR4"
"ENSG00000203965",180.520109032928,-0.943195043037192,0.185451170995767,-5.08594816615487,3.65793953668596e-07,1.15175663790247e-05,"EFCAB7"
"ENSG00000110900",263.708684322235,-1.49050570862573,0.293100800952395,-5.08530070126901,3.67044075462903e-07,1.1524988934377e-05,"TSPAN11"
"ENSG00000196372",285.231490417116,0.862581561194047,0.1696312768249,5.08503842769773,3.67551644457185e-07,1.1524988934377e-05,"ASB13"
"ENSG00000082146",1109.00297731267,0.921631660657568,0.181303864433585,5.08335364795922,3.70828329668085e-07,1.16037087868247e-05,"STRADB"
"ENSG00000171132",404.930443582885,-1.16631823680651,0.229704739220278,-5.07746701598549,3.82499882160093e-07,1.19442488975559e-05,"PRKCE"
"ENSG00000149633",254.953896203316,-1.56320812300219,0.308031099413798,-5.07483863147932,3.87824984823338e-07,1.20856160394022e-05,"KIAA1755"
"ENSG00000071242",11251.1312604923,0.901278704858076,0.177687745608074,5.07226146504231,3.93115742804039e-07,1.22253345477765e-05,"RPS6KA2"
"ENSG00000156804",3733.32718976512,1.09845459966311,0.216715669116986,5.06864410930133,4.00659574568639e-07,1.24344042148402e-05,"FBXO32"
"ENSG00000092621",1241.44615445827,-1.41618652083455,0.28006482792196,-5.05663824816007,4.26711566551841e-07,1.32158418720402e-05,"PHGDH"
"ENSG00000129484",227.626181491532,-0.795633837255071,0.157416025117104,-5.05433825217724,4.31885593389737e-07,1.33487904324236e-05,"PARP2"
"ENSG00000164048",191.924969330157,-0.686833592306033,0.135992878950354,-5.05051145035889,4.4062869631443e-07,1.35912863659512e-05,"ZNF589"
"ENSG00000089041",153.445527748107,-1.6373718225346,0.32505250364935,-5.03725337953685,4.72259447289742e-07,1.45001871035304e-05,"P2RX7"
"ENSG00000097096",202.362232341925,1.22403172809111,0.243009701182353,5.03696651670957,4.72967476338329e-07,1.45001871035304e-05,"SYDE2"
"ENSG00000131080",1117.36978489468,-0.925997486662374,0.183823234842603,-5.03743439971149,4.71813183160582e-07,1.45001871035304e-05,"EDA2R"
"ENSG00000106484",941.131965022028,-1.97514649361302,0.392230221055686,-5.03568156552782,4.76151550898015e-07,1.45683136128292e-05,"MEST"
"ENSG00000003096",414.075308683702,-0.964578858766025,0.191729453889727,-5.03093728791822,4.88087792828686e-07,1.4903406496755e-05,"KLHL13"
"ENSG00000197442",1550.57824608722,0.672472061694047,0.133744040707243,5.02805252583958,4.954861690658e-07,1.5098869276663e-05,"MAP3K5"
"ENSG00000188042",1240.62443645537,-0.765622772055022,0.152331655701246,-5.02602540837978,5.00749572119398e-07,1.52286190155588e-05,"ARL4C"
"ENSG00000177426",1040.45736130932,0.887270098622327,0.176603863305368,5.02406958724419,5.05878937871149e-07,1.53537805892957e-05,"TGIF1"
"ENSG00000169271",86.0423130306546,2.44561958604135,0.487013947981529,5.02166230798405,5.12261892281288e-07,1.54663178918344e-05,"HSPB3"
"ENSG00000196476",112.846859819524,-1.02453244620727,0.204028485730444,-5.02151668939429,5.1265048410042e-07,1.54663178918344e-05,"C20orf96"
"ENSG00000267669",71.4304164551298,1.61077001610523,0.32073480921101,5.02212410329781,5.11031441973592e-07,1.54663178918344e-05,NA
"ENSG00000152779",55.6832349115518,2.90646394628994,0.578852268149939,5.02108069055209,5.13815673255852e-07,1.5470652825964e-05,"SLC16A12"
"ENSG00000104936",2004.51758656222,0.871523348294063,0.173685674623142,5.01781940384588,5.22612687312363e-07,1.56732062363282e-05,"DMPK"
"ENSG00000176971",2457.21935949509,1.28263225825391,0.255604406785543,5.01803656041839,5.22022442574065e-07,1.56732062363282e-05,"FIBIN"
"ENSG00000166341",2099.56419964954,-0.658934479701717,0.131417104449746,-5.01406938206961,5.32907559566359e-07,1.59503655921591e-05,"DCHS1"
"ENSG00000162694",918.028754007795,-0.44878478339082,0.089587009283993,-5.00948504674557,5.45758667509339e-07,1.63027909653431e-05,"EXTL2"
"ENSG00000104964",5695.70092228863,0.446765406861811,0.0892037799382628,5.00836855984145,5.48933432652506e-07,1.63653481053587e-05,"AES"
"ENSG00000165633",2313.2210214077,0.6175372970925,0.123382802361498,5.00505163825979,5.58470579311856e-07,1.66169684158705e-05,"VSTM4"
"ENSG00000144724",3408.0745976034,0.905408074701589,0.180925870638814,5.0043040915308,5.60641955245846e-07,1.66488674748987e-05,"PTPRG"
"ENSG00000211448",661.830448623151,1.46914315713952,0.293643043727778,5.00316009018585,5.63980667453817e-07,1.67152391557496e-05,"DIO2"
"ENSG00000075240",568.647670737819,-1.00551431088276,0.201055187991486,-5.00118559947499,5.69788265219247e-07,1.68215268552544e-05,"GRAMD4"
"ENSG00000166272",2587.2804339681,0.711965327514321,0.142352556496908,5.00142284083101,5.69087428234599e-07,1.68215268552544e-05,"WBP1L"
"ENSG00000131236",7167.07900434856,0.545312232275545,0.109069427475875,4.9996799735303,5.7425548467017e-07,1.69190180383231e-05,"CAP1"
"ENSG00000197045",1873.54601772008,0.576603906315012,0.115336438330634,4.99932124366514,5.75324812792104e-07,1.69190180383231e-05,"GMFB"
"ENSG00000150990",373.367493598381,0.639530402152424,0.128004659230792,4.99614940577557,5.84863551484205e-07,1.71661986186595e-05,"DHX37"
"ENSG00000184575",3434.22990481484,-0.531340195413743,0.106381111253134,-4.99468551470022,5.89317190658181e-07,1.72634600628978e-05,"XPOT"
"ENSG00000170624",2127.49523230179,-1.18381478000834,0.237562440528159,-4.98317317071012,6.25499234931499e-07,1.82880036931227e-05,"SGCD"
"ENSG00000145901",2605.13238921682,0.638568005136665,0.128228591917071,4.9799190304581,6.36108811537151e-07,1.85623659936997e-05,"TNIP1"
"ENSG00000158301",367.961893864344,-0.919546589348752,0.184773551040635,-4.97661372079453,6.47062674134673e-07,1.88457003841724e-05,"GPRASP2"
"ENSG00000108468",1468.14631849113,-0.470809073097061,0.094647362784801,-4.97434961994172,6.54670618851643e-07,1.89942270546133e-05,"CBX1"
"ENSG00000198691",40.3621275403212,1.83092402407185,0.368063588876926,4.97447745281884,6.54238781952208e-07,1.89942270546133e-05,"ABCA4"
"ENSG00000123610",319.899107608552,-2.42972773116789,0.488672085782151,-4.97210256501342,6.62306480237777e-07,1.91790279984725e-05,"TNFAIP6"
"ENSG00000101825",4737.75731695119,-1.33086162874895,0.268159062003188,-4.96295601128382,6.94283109081043e-07,2.00284146419665e-05,"MXRA5"
"ENSG00000114767",205.762638337664,0.964844702100227,0.194396081924499,4.96329294576502,6.93079228403276e-07,2.00284146419665e-05,"RRP9"
"ENSG00000135678",858.384735747728,1.45434491908161,0.293138198549511,4.96129445523616,7.00249445350524e-07,2.01621251897979e-05,"CPM"
"ENSG00000126803",470.062830404187,2.55666926429289,0.515404471793042,4.96051044221344,7.03081814761292e-07,2.02052639175707e-05,"HSPA2"
"ENSG00000146411",1030.22429994008,-0.900330386548502,0.181517563346104,-4.96001802774215,7.04866379082342e-07,2.02181843015191e-05,"SLC2A12"
"ENSG00000116649",1261.85035183926,0.795773607516513,0.160562185126511,4.95617076268302,7.18960337929925e-07,2.05834675197518e-05,"SRM"
